"","School.Code","School.Name","School.Type","Function","Contact.Name","Address.1","Address.2","Town","State","Zip","Phone","Fax","Grade","District.Name","District.Code","PK_Enrollment","K_Enrollment","X1_Enrollment","X2_Enrollment","X3_Enrollment","X4_Enrollment","X5_Enrollment","X6_Enrollment","X7_Enrollment","X8_Enrollment","X9_Enrollment","X10_Enrollment","X11_Enrollment","X12_Enrollment","SP_Enrollment","TOTAL_Enrollment","First.Language.Not.English","X..First.Language.Not.English","English.Language.Learner","X..English.Language.Learner","Students.With.Disabilities","X..Students.With.Disabilities","High.Needs","X..High.Needs","Economically.Disadvantaged","X..Economically.Disadvantaged","X..African.American","X..Asian","X..Hispanic","X..White","X..Native.American","X..Native.Hawaiian..Pacific.Islander","X..Multi.Race..Non.Hispanic","X..Males","X..Females","Total...of.Classes","Average.Class.Size","Number.of.Students","Salary.Totals","Average.Salary","FTE.Count","In.District.Expenditures","Total.In.district.FTEs","Average.In.District.Expenditures.per.Pupil","Total.Expenditures","Total.Pupil.FTEs","Average.Expenditures.per.Pupil","X..in.Cohort","X..Graduated","X..Still.in.School","X..Non.Grad.Completers","X..GED","X..Dropped.Out","X..Permanently.Excluded","High.School.Graduates....","Attending.Coll..Univ.....","X..Attending.College","X..Private.Two.Year","X..Private.Four.Year","X..Public.Two.Year","X..Public.Four.Year","X..MA.Community.College","X..MA.State.University","X..UMass","AP_Test.Takers","AP_Tests.Taken","AP_One.Test","AP_Two.Tests","AP_Three.Tests","AP_Four.Tests","AP_Five.or.More.Tests","AP_Score.1","AP_Score.2","AP_Score.3","AP_Score.4","AP_Score.5","X..AP_Score.1.2","X..AP_Score.3.5","SAT_Tests.Taken","Average.SAT_Reading","Average.SAT_Writing","Average.SAT_Math","MCAS_10thGrade_Math_P.A..","X..MCAS_10thGrade_Math_P.A","MCAS_10thGrade_Math_A..","X..MCAS_10thGrade_Math_A","MCAS_10thGrade_Math_P..","X..MCAS_10thGrade_Math_P","MCAS_10thGrade_Math_NI..","X..MCAS_10thGrade_Math_NI","MCAS_10thGrade_Math_W.F..","X..MCAS_10thGrade_Math_W.F","MCAS_10thGrade_Math_Stud..Incl...","MCAS_10thGrade_Math_CPI","MCAS_10thGrade_Math_SGP","MCAS_10thGrade_Math_Incl..in.SGP...","MCAS_10thGrade_English_P.A..","X..MCAS_10thGrade_English_P.A","MCAS_10thGrade_English_A..","X..MCAS_10thGrade_English_A","MCAS_10thGrade_English_P..","X..MCAS_10thGrade_English_P","MCAS_10thGrade_English_NI..","X..MCAS_10thGrade_English_NI","MCAS_10thGrade_English_W.F..","X..MCAS_10thGrade_English_W.F","MCAS_10thGrade_English_Stud..Incl...","MCAS_10thGrade_English_CPI","MCAS_10thGrade_English_SGP","MCAS_10thGrade_English_Incl..in.SGP...","Accountability.and.Assistance.Level","Accountability.and.Assistance.Description","School.Accountability.Percentile..1.99.","Progress.and.Performance.Index..PPI....All.Students","Progress.and.Performance.Index..PPI....High.Needs.Students","District_Accountability.and.Assistance.Level","District_Accountability.and.Assistance.Description","District_Progress.and.Performance.Index..PPI....All.Students","District_Progress.and.Performance.Index..PPI....High.Needs.Students"
"53",1590505,"Longmeadow High","Public School","Principal","Thomas Landers","95 Grassy Gutter Rd","","Longmeadow","MA",1106,"413-565-4220","413-565-4233","09,10,11,12","Longmeadow",1590000,0,0,0,0,0,0,0,0,0,0,254,240,226,226,1,947,43,4.5,5,0.5,150,15.8,195,20.6,52,5.5,2.4,8.7,3.8,82.9,0,0.1,2.1,49.8,50.2,381,18.9,950,16709914,69770,240,38245052.54,2866.5,13342.07,42083006.21,2925.4,14385.39,251,98.8,0.8,0,0.4,0,0,246,227,92.3,0,44.9,15.4,39.6,15,8.8,10.6,"209","497",71,60,33,22,23,9,37,107,189,155,9.3,90.7,221,552,541,570,215,96,187,84,28,13,8,4,0,0,223,98.4,71,209,220,99,151,68,69,31,2,1,0,0,222,99.8,50,209,"Level 1","Meeting gap narrowing goals",93,98,93,"Level 2","One or more schools in the district classified into Level 2",89,72
"54",1600505,"Lowell High","Public School","Principal","Brian Martin","50 Father Morrissette Boulevard","","Lowell","MA",1852,"978-937-8900","978-937-8902","09,10,11,12","Lowell",1600000,0,0,0,0,0,0,0,0,0,0,839,763,784,721,38,3145,583,18.5,352,11.2,325,10.3,1771,56.3,1393,44.3,11.3,32,23.8,30.8,0.1,0,1.9,50,50,2001,18.3,3117,78519951,76951,1020,189508867.6,13957.2,13577.86,215167913.6,15534.4,13851.06,710,82,6.9,3.4,2,5.8,0,575,448,77.9,0,14.3,48.4,37.3,47.5,9.6,24.3,"350","599",203,73,48,24,2,105,163,144,120,67,44.7,55.3,445,465,446,491,507,72,322,45,185,26,123,17,78,11,708,86.2,38,575,604,85,251,36,353,50,73,10,30,4,707,94.2,46,574,"Level 3","Among lowest performing 20% of schools and subgroups",11,63,58,"Level 3","One or more schools in the district classified into Level 3",58,57
"55",1610505,"Ludlow Senior High","Public School","Principal","Lisa Nemeth","500 Chapin Street","","Ludlow","MA",1056,"413-589-9001","413-583-5637","09,10,11,12","Ludlow",1610000,0,0,0,0,0,0,0,0,0,0,237,236,209,209,4,895,82,9.2,10,1.1,128,14.3,272,30.4,182,20.3,2,0.6,7.8,87.5,0.2,0,1.9,49.5,50.5,448,14.6,886,13832042,59724,232,37174879.07,2683.2,13854.68,39738270.52,2779.5,14296.91,195,94.4,2.6,0,0.5,2.6,0,190,152,80,0,36.2,42.1,21.7,42.1,5.9,12.5,"124","220",64,36,13,10,1,26,53,87,37,17,35.9,64.1,123,499,490,505,182,82,130,59,52,24,30,14,9,4,221,92.2,60,207,208,94,86,39,122,55,9,4,4,2,221,97.3,50,206,"Level 1","Meeting gap narrowing goals",53,79,83,"Level 3","One or more schools in the district classified into Level 3",54,42
"56",1630505,"Classical High","Public School","Principal","Eugene Constantino","235 O Callaghan Way","","Lynn","MA",1905,"781-477-7404","781-477-7212","09,10,11,12","Lynn",1630000,0,0,0,0,0,0,0,0,0,0,401,441,382,338,7,1569,912,58.1,224,14.3,188,12,904,57.6,687,43.8,11.9,11.7,50.9,22.8,0.2,0.1,2.4,52.9,47.1,557,19.9,1539,77013061,73395,1049,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,440,79.5,4.5,1.1,1.4,13.4,0,281,178,63.3,0,16.3,52.8,30.9,50,14,11.8,"146","234",85,37,21,3,0,63,61,61,27,22,53,47,210,450,431,466,239,63,127,34,112,30,95,25,45,12,379,82.2,44,295,311,82,91,24,220,58,47,12,22,6,380,91.4,54,295,"Level 3","Among lowest performing 20% of schools",14,55,51,"Level 3","One or more schools in the district classified into Level 3",58,59
"57",1630510,"Lynn English High","Public School","Principal","Thomas Strangie","50 Goodridge Street","","Lynn","MA",1902,"781-477-7366","781-477-7365","09,10,11,12","Lynn",1630000,0,0,0,0,0,0,0,0,0,0,440,385,433,338,2,1598,961,60.1,308,19.3,184,11.5,995,62.3,708,44.3,9.7,8.1,60.3,18.8,0.1,0,2.9,52.4,47.6,660,18.6,1681,77013061,73395,1049,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,428,77.3,7,2.1,0.9,12.6,0,325,215,66.2,0,20.5,50.7,28.8,47.9,13.5,11.2,"136","256",58,45,25,7,1,103,59,51,35,8,63.3,36.7,215,449,440,455,220,60,117,32,103,28,81,22,63,17,364,77.9,51,256,292,80,96,26,196,54,52,14,21,6,365,91,58,259,"Level 3","Among lowest performing 20% of subgroups",22,63,64,"Level 3","One or more schools in the district classified into Level 3",58,59
"58",1650505,"Malden High","Public School","Principal","Edward Lombardi","77 Salem Street","","Malden","MA",2148,"781-397-6000","781-397-7224","09,10,11,12","Malden",1650000,0,0,0,0,0,0,0,0,0,0,473,447,484,429,0,1833,963,52.5,270,14.7,259,14.1,1069,58.3,731,39.9,21.2,23.4,22.9,28.6,0.4,0.1,3.4,50.6,49.4,635,19.1,1811,37808499,83740,452,84350192.27,6515.1,12946.88,102293674.25,7497.7,13643.34,457,84.5,7.4,1.5,1.3,5.3,0,427,327,76.6,0,26.9,38.2,34.9,37.3,9.5,22.9,"490","871",247,136,83,20,4,254,255,224,99,39,58.4,41.6,322,455,444,507,302,77,197,50,105,27,57,15,33,8,392,88.7,51.5,262,348,89,150,38,198,51,30,8,13,3,391,95.4,46,261,"Level 3","Among lowest performing 20% of schools",20,79,67,"Level 3","One or more schools in the district classified into Level 3",57,54
"59",1670505,"Mansfield High","Public School","Principal","Mary Watkins","250 East Street","","Mansfield","MA",2048,"508-261-7540","508-339-0259","09,10,11,12","Mansfield",1670000,0,0,0,0,0,0,0,0,0,0,319,334,311,343,8,1315,58,4.4,9,0.7,151,11.5,246,18.7,120,9.1,2.5,3.6,3.3,87.9,0.3,0.2,2.2,49.4,50.6,856,14.3,1326,23626783,77465,305,54639635.96,4125.9,13243.08,59489336.72,4313.8,13790.47,313,97.8,1,0.3,0,1,0,320,285,89.1,0,38.6,10.5,50.9,10.5,18.2,13.7,"228","401",102,88,30,7,1,5,39,126,128,103,11,89,275,541,537,566,276,88,229,73,47,15,24,8,14,4,314,95.4,67,297,300,95,202,64,98,31,9,3,6,2,315,99,65.5,296,"Level 2","Not meeting gap narrowing goals",86,91,74,"Level 2","One or more schools in the district classified into Level 2",71,58
"60",1680505,"Marblehead High","Public School","Principal","Daniel Bauer","2 Humphrey Street","","Marblehead","MA",1945,"781-639-3100","781-639-3105","09,10,11,12","Marblehead",1680000,0,0,0,0,0,0,0,0,0,0,255,267,245,278,6,1051,50,4.8,15,1.4,215,20.5,275,26.2,92,8.8,3.7,1.6,5.4,87.7,0.1,0,1.4,46.1,53.9,622,14.2,1060,17242167,67142,257,43533564,3223.8,13503.8,46942856,3432,13677.99,262,95.8,2.3,0,0.8,1.1,0,233,208,89.3,0,56.3,3.8,39.9,2.4,8.2,7.7,"305","568",144,97,43,12,9,19,63,147,184,155,14.4,85.6,231,563,565,564,220,93,159,67,61,26,14,6,3,1,237,97,47.5,220,233,98,174,73,59,25,4,2,0,0,237,99.5,60,219,"Level 1","Meeting gap narrowing goals",85,91,84,"Level 2","One or more schools in the district classified into Level 2",77,66
"61",8010605,"Assabet Valley Vocational High School","Public School","Principal","Mark Hollick","215 Fitchburg Street","","Marlborough","MA",1752,"508-485-9430","508-460-3472","09,10,11,12","Assabet Valley Regional Vocational Technical",8010000,0,0,0,0,0,0,0,0,0,0,300,273,266,264,0,1103,170,15.4,31,2.8,322,29.2,520,47.1,248,22.5,0.9,0.7,14.6,81.1,0.5,0,2.3,57.6,42.4,588,16.2,1072,8298232,77409,107,20120460.97,1077.7,18669.82,20161629.97,1079.7,18673.36,246,95.9,1.6,0,0.8,1.6,0,237,122,51.5,0.8,31.1,40.2,27.9,36.9,19.7,1.6,"48","54",45,1,1,1,0,15,22,11,5,1,68.5,31.5,124,439,413,438,172,65,82,31,90,34,73,27,21,8,266,84.5,54,247,245,91,60,22,185,69,20,7,3,1,268,97,48.5,250,"Level 2","Not meeting gap narrowing goals",32,64,64,"Level 2","Not meeting gap narrowing goals",64,64
"62",1700505,"Marlborough High","Public School","Principal","Charles Caliri","431 Bolton Street","","Marlborough","MA",1752,"508-460-3500","508-460-3501","09,10,11,12","Marlborough",1700000,0,0,0,0,0,0,0,0,0,0,248,292,290,252,9,1091,404,37,129,11.8,168,15.4,503,46.1,305,28,3.3,3.8,41.8,49.8,0.1,0,1.3,51.1,48.9,609,13.5,1138,27895522,75495,370,68631655.25,4561,15047.5,82001065.09,5175.8,15843.17,246,87,6.9,2.4,0,3.7,0,246,189,76.8,0,41.8,21.2,37,20.6,12.7,18,"255","521",105,78,42,21,9,156,143,125,65,32,57.4,42.6,177,498,479,523,181,69,126,48,55,21,53,20,30,11,264,84.2,42,215,229,85,108,40,121,45,27,10,13,5,269,93.2,42,222,"Level 3","Among lowest performing 20% of schools",18,67,47,"Level 3","One or more schools in the district classified into Level 3",51,41
"63",1710505,"Marshfield High","Public School","Principal","Robert Keuther","167 Forest Street","","Marshfield","MA",2050,"781-834-5050","781-834-5040","09,10,11,12","Marshfield",1710000,0,0,0,0,0,0,0,0,0,0,347,358,354,311,0,1370,23,1.7,8,0.6,192,14,311,22.7,140,10.2,0.9,0.8,2.2,95.1,0.2,0.1,0.7,49.8,50.2,582,18.2,1335,23284966,70582,330,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709,308,97.1,1,0.6,0.3,1,0,302,263,87.1,0,35.7,11.8,52.5,11.8,17.9,15.6,"180","332",85,55,28,8,4,22,70,117,87,36,27.7,72.3,265,518,512,520,308,91,225,66,83,24,24,7,7,2,339,95.9,59,323,335,98,225,66,110,32,4,1,2,1,341,99.4,51,324,"Level 2","Not meeting gap narrowing goals",67,77,69,"Level 2","One or more schools in the district classified into Level 2",74,59
"64",1750505,"Medfield Senior High","Public School","Principal","Robert Parga","88R South Street","","Medfield","MA",2052,"508-359-4367","508-359-2963","09,10,11,12","Medfield",1750000,0,0,0,0,0,0,0,0,0,0,207,196,220,218,1,842,10,1.2,4,0.5,88,10.5,114,13.5,32,3.8,1.1,5.5,2.1,88.8,0,0.2,2.3,50.2,49.8,446,16.6,864,15634934,78845,198,34543000.47,2590.7,13333.46,36401068.16,2628.5,13848.61,234,98.3,0.9,0,0,0.9,0,199,188,94.5,0.5,56.9,4.3,38.3,3.7,5.3,8,"288","574",119,92,49,18,10,51,96,165,178,84,25.6,74.4,226,553,558,587,207,96,182,85,25,12,5,2,3,1,215,99,66.5,204,212,99,161,75,51,24,0,0,3,1,215,99.5,49.5,202,"Level 1","Meeting gap narrowing goals",96,100,94,"Level 2","One or more schools in the district classified into Level 2",96,76
"65",1780505,"Melrose High","Public School","Principal","Jason Merrill","360 Lynn Fells Parkway","","Melrose","MA",2176,"781-979-2200","781-979-2206","09,10,11,12","Melrose",1780000,0,0,0,0,0,0,0,0,0,0,255,255,234,242,2,988,85,8.6,12,1.2,147,14.9,235,23.8,117,11.8,7.8,4,4.6,80.5,0,0,3.1,47,53,388,18.1,960,15819655,60939,260,42683657.77,3691.8,11561.75,48322100.53,4007.6,12057.62,238,95.8,2.1,0,0,2.1,0,219,185,84.5,0.5,34.6,16.8,48.1,16.2,13,23.8,"268","583",104,74,48,27,15,64,111,154,160,94,30,70,207,530,527,534,186,84,130,59,56,25,26,12,9,4,221,93.2,57,209,212,96,137,62,75,34,5,2,4,2,221,98.5,58,208,"Level 1","Meeting gap narrowing goals",72,91,80,"Level 2","One or more schools in the district classified into Level 2",83,62
"66",1810505,"Methuen High","Public School","Principal","Richard Barden","1 Ranger Rd","","Methuen","MA",1844,"978-722-6040","978-722-6042","09,10,11,12","Methuen",1810000,0,0,0,0,0,0,0,0,0,0,481,499,477,411,23,1891,466,24.6,85,4.5,204,10.8,721,38.1,571,30.2,0.2,4,33.7,56.6,0.2,0.1,5.1,52,48,1055,16.7,1946,36734044,77384,475,83077047.95,6952,11950.09,91906074.95,7175.5,12808.32,481,87.9,3.3,2.5,1,5.2,0,418,325,77.8,0,23.7,48.6,27.7,46.5,6.2,15.4,"351","552",216,84,38,11,2,114,191,146,77,24,55.3,44.7,262,473,459,482,330,74,203,46,127,29,82,18,32,7,444,89,57,414,402,91,183,42,219,50,29,7,9,2,440,96.9,61,416,"Level 3","Among lowest performing 20% of subgroups",26,82,71,"Level 3","One or more schools in the district classified into Level 3",67,60
"67",1850505,"Milford High","Public School","Principal","Joshua Otlin","31 West Fountain Street","","Milford","MA",1757,"508-478-1110","508-478-1679","09,10,11,12","Milford",1850000,0,0,0,0,0,0,0,0,0,0,277,281,297,269,11,1135,250,22,78,6.9,150,13.2,427,37.6,300,26.4,3,2.5,22,69.6,1.4,0.1,1.4,49.8,50.2,538,16.2,1101,22969673,71246,322,52753781.53,4125,12788.8,58587949.53,4392,13339.7,272,84.2,4.8,0.7,0.7,9.6,0,260,201,77.3,0,28.4,16.9,54.7,14.9,26.4,15.4,"315","492",183,94,31,7,0,68,150,143,82,49,44.3,55.7,199,505,492,514,194,71,122,45,72,26,54,20,25,9,273,87.7,26,244,241,88,128,47,113,41,20,7,13,5,274,95.3,36,244,"Level 3","Among lowest performing 20% of schools and subgroups",17,46,52,"Level 2","2016 Level held harmless",48,49
"68",1990505,"Needham High","Public School","Principal","Aaron Sicotte","609 Webster Street","","Needham","MA",2494,"781-455-0800","781-449-5111","09,10,11,12","Needham",1990000,0,0,0,0,0,0,0,0,0,0,416,446,396,401,0,1659,133,8,8,0.5,258,15.6,327,19.7,92,5.5,3.4,7.7,5,80.8,0.1,0.1,3,49.7,50.3,690,17.5,1660,33367115,87555,381,83361034.89,5534.6,15061.8,89453467.82,5625.9,15900.29,408,99,0.7,0,0,0,0.2,379,345,91,0,52.8,4.6,42.6,4.1,2.6,16.8,"431","807",205,127,59,29,11,10,50,162,242,343,7.4,92.6,361,575,571,584,365,94,313,81,52,13,20,5,3,1,388,97.5,52,361,386,99,275,71,111,28,4,1,0,0,390,99.7,43,360,"Level 1","Meeting gap narrowing goals",85,94,86,"Level 2","One or more schools in the district classified into Level 2",95,77
"69",8250605,"Gr New Bedford Vocational Technical","Public School","Principal","Michael Watson","1121 Ashley Blvd","","New Bedford","MA",2745,"508-998-3321","508-995-7268","09,10,11,12","Greater New Bedford Regional Vocational Technical",8250000,0,0,0,0,0,0,0,0,0,0,562,554,530,508,0,2154,499,23.2,61,2.8,243,11.3,974,45.2,795,36.9,8.7,0.7,19.9,66.7,0.4,0,3.6,49.6,50.4,1566,14.5,2174,15614978,79750,196,39087442.32,2092.3,18681.57,39097442.32,2094.3,18668.5,528,93.2,1.7,0,0,5.1,0,456,267,58.6,2.2,14.6,61,22.1,60.7,9,10.9,"57","57",57,0,0,0,0,0,14,33,7,3,24.6,75.4,296,451,420,447,399,74,223,41,176,33,121,22,18,3,538,89.5,45,472,503,93,137,25,366,68,33,6,2,0,538,98,41,473,"Level 2","Not meeting gap narrowing goals",21,66,73,"Level 2","Not meeting gap narrowing goals",66,73
"70",2010505,"New Bedford High","Public School","Principal","Bernadette Coelho","230 Hathaway Blvd","","New Bedford","MA",2740,"508-997-4511","508-984-0762","09,10,11,12","New Bedford",2010000,0,0,0,0,0,0,0,0,0,0,575,527,396,516,0,2014,816,40.5,515,25.6,370,18.4,1538,76.4,1187,58.9,13,1.1,46.1,34.8,0.8,0.4,3.9,53.5,46.5,1305,15.6,2101,62241552,73320,849,162843598,12564.2,12960.92,178411852,13572.9,13144.71,560,65.2,12.9,7.5,0.7,13.8,0,320,203,63.4,1,20.7,44.3,34,43.3,10.8,19.7,"272","477",135,79,49,8,1,181,187,68,27,14,77.1,22.9,214,449,421,449,113,39,44,15,69,24,66,23,110,38,289,60.9,25,181,181,66,39,14,142,52,58,21,35,13,274,83.7,38.5,178,"Level 4","Among lowest achieving and least improving schools",2,44,51,"Level 4","One or more schools in the district classified into Level 4",51,52
"71",2070510,"Newton South High","Public School","Principal","Joel Stembridge","140 Brandeis Rd","","Newton Centre","MA",2459,"617-559-6500","617-559-6701","09,10,11,12","Newton",2070000,0,0,0,0,0,0,0,0,0,0,483,458,459,451,0,1851,480,25.9,65,3.5,330,17.8,525,28.4,162,8.8,5.9,19.6,6.1,64.1,0.1,0,4.3,50.9,49.1,1018,13.9,1830,80242396,75665,1061,214556729,12506.2,17156.03,229048527,12657.2,18096.3,437,98.9,0.9,0,0,0,0.2,429,361,84.1,0.3,60.1,5.3,34.3,5,1.4,16.1,"514","1,018",233,139,90,33,19,30,74,157,300,457,10.2,89.8,381,596,599,620,397,94,351,83,46,11,19,4,7,2,423,97.9,59,370,417,98,302,71,115,27,2,0,5,1,424,99.5,45,370,"Level 1","Meeting gap narrowing goals",90,98,83,"Level 2","One or more schools in the district classified into Level 2",90,83
"72",2070505,"Newton North High","Public School","Principal","Henry Turner","457 Walnut Street","","Newtonville","MA",2460,"617-559-6200","617-559-6204","09,10,11,12","Newton",2070000,0,0,0,0,0,0,0,0,0,0,521,537,559,479,30,2126,371,17.5,58,2.7,522,24.6,682,32.1,221,10.4,5,14.3,9.3,66.4,0.2,0.1,4.7,49.9,50.1,1021,15.9,2128,80242396,75665,1061,214556729,12506.2,17156.03,229048527,12657.2,18096.3,506,98.2,1.6,0.2,0,0,0,449,385,85.7,0,58.2,9.4,32.5,8.8,3.1,14.5,"453","869",196,131,97,26,3,14,53,148,282,372,7.7,92.3,409,580,572,598,502,96,433,83,69,13,15,3,5,1,522,98.5,56,460,517,98,368,70,149,28,5,1,4,1,526,99.4,55,458,"Level 1","Meeting gap narrowing goals",87,98,95,"Level 2","One or more schools in the district classified into Level 2",90,83
"73",2110505,"North Andover High","Public School","Principal","Chester Jackson","430 Osgood Street","","North Andover","MA",1845,"978-794-1711","978-688-3536","09,10,11,12","North Andover",2110000,0,0,0,0,0,0,0,0,0,0,315,388,362,326,0,1391,93,6.7,7,0.5,151,10.9,264,19,150,10.8,3.2,6.9,7.3,80.4,0.2,0.4,1.6,46.3,53.7,1168,18.6,1414,22697411,77466,293,51508125,4764.6,10810.59,58686871,4868.3,12054.9,331,97,1.2,1.2,0.3,0.3,0,363,325,89.5,0,30.5,16.6,52.9,16.3,7.4,26.2,"278","404",177,77,23,1,0,5,35,136,143,85,9.9,90.1,280,523,517,530,308,86,235,66,73,20,33,9,17,5,358,93.3,51,330,337,94,196,55,141,39,17,5,3,1,357,98.1,40,328,"Level 2","Not meeting gap narrowing goals",68,79,55,"Level 2","One or more schools in the district classified into Level 2",73,58
"74",2120505,"North Attleboro High","Public School","Principal","Peter Haviland","1 Wilson W. Whitty Way","","North Attleborough","MA",2760,"508-643-2115","508-643-2173","09,10,11,12","North Attleborough",2120000,0,0,0,0,0,0,0,0,0,0,284,290,308,271,10,1163,62,5.3,18,1.5,140,12,257,22.1,144,12.4,2.8,5.7,4.6,84.8,0.4,0.1,1.7,49.5,50.5,612,16.9,1182,20924567,72079,290,49054819.38,4557.4,10763.77,52964675.28,4710,11245.15,298,94.3,2.7,0.3,0,2.7,0,300,263,87.7,0.4,31.2,19,49.4,16,20.5,15.2,"234","368",145,54,26,8,1,11,34,95,125,103,12.2,87.8,249,530,508,537,261,87,206,68,55,18,27,9,13,4,301,94.8,35,284,286,95,167,55,119,39,11,4,5,2,302,98.3,36,286,"Level 2","Not meeting gap narrowing goals",54,77,50,"Level 2","One or more schools in the district classified into Level 2",67,58
"75",560505,"Chelmsford High","Public School","Principal","Stephen Murray","200 Richardson Rd","","North Chelmsford","MA",1863,"978-251-5111","978-251-5117","09,10,11,12","Chelmsford",560000,0,0,0,0,0,0,0,0,0,0,372,347,391,373,1,1484,124,8.4,10,0.7,187,12.6,303,20.4,128,8.6,2.6,11.9,3.8,79.9,0,0.1,1.8,48.9,51.1,769,16.8,1509,26559688,73471,362,61371151.49,5028.4,12204.91,70390125.61,5296.9,13288.93,423,95.5,1.2,0.9,0,2.4,0,401,359,89.5,0,31.8,19.8,48.5,19.5,13.6,21.4,"288","555",132,86,45,15,10,28,104,168,163,92,23.8,76.2,359,545,519,556,347,94,295,80,52,14,15,4,9,2,371,97.8,52.5,350,365,98,292,78,73,20,2,1,5,1,372,99.7,58,350,"Level 1","Meeting gap narrowing goals",84,93,85,"Level 2","One or more schools in the district classified into Level 2",63,59
"76",6600505,"Nauset Regional High","Public School","Principal","Eduardo MacDonald","100 Cable Rd","P.O. Box 1887","North Eastham","MA",2651,"508-255-1505","508-255-9701","09,10,11,12","Nauset",6600000,0,0,0,0,0,0,0,0,0,0,219,237,217,251,5,929,36,3.9,12,1.3,116,12.5,261,28.1,166,17.9,4.5,2.7,3,86.7,0.5,0.1,2.5,47.5,52.5,591,13.7,960,10900076,80325,136,26732670,1515.6,17638.34,30310280,1653.9,18326.55,252,93.3,5.2,0.8,0,0.8,0,250,194,77.6,0,42.3,29.9,27.8,27.8,4.1,7.7,"299","601",149,71,38,20,21,34,112,163,162,130,24.3,75.7,197,526,515,530,193,94,153,74,40,19,12,6,1,0,206,97.8,47,189,204,99,166,80,38,18,2,1,1,0,207,99.3,60,189,"Level 1","Meeting gap narrowing goals",79,85,81,"Level 2","One or more schools in the district classified into Level 2",67,66
"77",880505,"Oliver Ames High","Public School","Principal","Wesley Paul","100 Lothrop Street","","North Easton","MA",2356,"508-230-3210","508-238-7325","09,10,11,12","Easton",880000,0,0,0,0,0,0,0,0,0,0,267,302,326,304,0,1199,45,3.8,10,0.8,182,15.2,283,23.6,126,10.5,4.8,4.1,5,82.7,0.2,0.1,3.3,47.2,52.8,416,19.6,1194,19580625,73226,267,44843575.57,3760.7,11924.26,48800124.06,3833.3,12730.58,274,97.8,1.1,0,0.7,0.4,0,284,257,90.5,0,45.5,14.4,40.1,13.6,11.7,8.9,"309","713",95,99,59,41,15,51,150,213,211,88,28.2,71.8,249,543,533,550,282,90,210,67,72,23,27,9,4,1,313,96.6,38,301,307,98,194,62,113,36,3,1,3,1,313,99.6,51.5,300,"Level 2","Not meeting gap narrowing goals",63,81,68,"Level 2","One or more schools in the district classified into Level 2",70,60
"78",2170505,"North Reading High","Public School","Principal","Anthony Loprete","189 Park Street","","North Reading","MA",1864,"978-664-7800","978-664-7826","09,10,11,12","North Reading",2170000,0,0,0,0,0,0,0,0,0,0,208,189,223,188,3,811,11,1.4,4,0.5,126,15.5,161,19.9,48,5.9,0.4,2.7,2.2,93.6,0,0.2,0.9,49.9,50.1,317,20.2,797,14444287,73771,196,34140230.68,2546.2,13408.31,36560937.39,2586.1,14137.48,197,93.4,3.6,0,0.5,2.5,0,175,142,81.1,0,40.1,9.2,50.7,9.2,20.4,14.8,"255","483",110,88,36,17,4,63,109,134,101,76,35.6,64.4,166,551,541,554,197,90,139,63,58,26,20,9,3,1,220,96.4,36,211,215,98,133,60,82,37,3,1,2,1,220,99.3,50,212,"Level 2","Not meeting gap narrowing goals",74,69,59,"Level 2","One or more schools in the district classified into Level 2",71,68
"79",2100505,"Northampton High","Public School","Principal","Bryan Lombardi","380 Elm Street","","Northampton","MA",1060,"413-587-1346","413-587-1374","09,10,11,12","Northampton",2100000,0,0,0,0,0,0,0,0,0,0,227,213,213,219,2,874,69,7.9,18,2.1,131,15,251,28.7,163,18.6,2.4,5,14,74.4,0.1,0,4.1,46.8,53.2,379,17.2,889,13058136,58980,221,36138824,2664.6,13562.57,41896329,2980.5,14056.81,230,93,1.3,1.7,1.7,2.2,0,218,188,86.2,0,51.1,21.3,27.7,20.2,5.3,12.8,"315","640",129,92,56,31,7,39,119,162,168,152,24.7,75.3,183,585,556,576,169,82,125,60,44,21,28,14,10,5,207,92.1,56.5,176,196,95,98,47,98,47,8,4,3,1,207,97.9,43,176,"Level 2","Not meeting gap narrowing goals",71,79,67,"Level 3","One or more schools in the district classified into Level 3",62,58
"80",7300505,"Algonquin Regional High","Public School","Principal","Sara Pragluski Walsh","79 Bartlett Street","","Northborough","MA",1532,"508-351-7010","508-393-9226","09,10,11,12","Northboro-Southboro",7300000,0,0,0,0,0,0,0,0,0,0,350,370,357,357,9,1443,134,9.3,17,1.2,163,11.3,249,17.3,80,5.5,1.2,10.2,4.7,80.8,0.1,0.3,2.6,47.1,52.9,763,16.4,1456,9312036,86947,107,21367475.69,1421.7,15029.52,22168602.26,1459.4,15190.22,375,95.7,1.6,0,0,2.7,0,349,325,93.1,0,46.5,2.8,50.8,2.8,10.8,16,"387","759",183,114,46,22,22,12,59,209,261,218,9.4,90.6,333,551,552,566,321,93,275,79,46,13,16,5,9,3,346,97,65,315,338,97,253,73,85,24,6,2,4,1,348,99.1,59,320,"Level 1","Meeting gap narrowing goals",95,98,79,"Level 1","Meeting gap narrowing goals",98,79
